ID,Immagine,Titolo,Descrizione,Anno di collocazione,Autrice/autore,Crediti fotografici,Crediti fotografici link,Tipologia personaggio,Latitude,Longitude,
62,https://github.com/dersuchendee/Mappa_immagini/blob/main/62.jpg?raw=true,Fontana dedicata ad Ilaria Alpi e Maria Grazia Cutuli,Ricorda le giornaliste uccise sul lavoro Ilaria Alpi (1961-1994) e Maria Grazia Cutuli (1962-2001). Nelle intenzioni dell’autore le due giornaliste formano un cerchio e reggono un foglio di giornale su cui scorre l’acqua a rappresentare il continuo flusso di notizie.,2003,Mario Vinci,,https://ihaveavoice.it/petizione-statue-donne-sessualizzate/,Personaggio realmente esistito,"42,7685089","11,8563547",
63,https://github.com/dersuchendee/Mappa_immagini/blob/main/63.jpg?raw=true,Angelita,Bambina di cinque anni adottata nel 1944 da alcuni soldati americani durante la Seconda Guerra Mondiale. Morì dopo pochi giorni in un bombardamento. La vicenda non ha fonti certe.,1979,Sergio Cappellini,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=12739,Personaggio letterario o leggendario,"41,445203","12,6261604",
64,https://github.com/dersuchendee/Mappa_immagini/blob/main/64.jpg?raw=true,Lavandaia cinetese,Collocata vicino a un corso d’acqua in una stradina di campagna.,/,/,Mi Riconosci,,Figura anonima collettiva,"42,0516715","12,9643306",
65,https://github.com/dersuchendee/Mappa_immagini/blob/main/65.jpg?raw=true,Monumento ad Anita Garibaldi,"Unico monumento equestre dedicato a una donna in Italia, è a pochi passi da uno a Giuseppe Garibaldi. Vede Ana Maria de Jesus Ribeiro da Silva (1821-1849) in fuga a cavallo con il piccolo Menotti in braccio. Nel basamento sono illustrati tre episodi della sua vita: cerca Garibaldi tra i caduti, guida dei combattenti attraverso le Pampas, è morente tra le braccia di Garibaldi. All’interno del basamento furono collocate le sue spoglie.",1932,Mario Rutelli,Mi Riconosci,,Personaggio realmente esistito,"41,8936921","12,4601296",
66,https://github.com/dersuchendee/Mappa_immagini/blob/main/66.jpg?raw=true,Monumento a Santa Caterina da Siena,"Patrona d’Italia (1347-1380), viene ricordata in questo monumento composto da una statua a tutto tondo e quattro bassorilievi retrostanti con episodi della sua vita.",1961,Francesco Messina e Marco Loreti,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/52/78/3e/caption.jpg?w=800&h=-1&s=1,Personaggio realmente esistito,"41,9038701","12,4663003","https://www.google.com/maps/@43.4623875,12.2367035,3a,27y,135.72h,87.68t/data=!3m6!1e1!3m4!1sdLnBgIKYUPpvC22locVFuQ!2e0!7i16384!8i8192"
67,https://github.com/dersuchendee/Mappa_immagini/blob/main/67.jpg?raw=true,Suor Agostina Pietrantoni,"Suora infermiera, uccisa da un paziente (1864-1894). Santificata nel 1999, è patrona degli infermieri dal 2003. Viene ricordata nel paese natale.",ante 2001,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=26237,Personaggio realmente esistito,"42,1586107","12,9650618",
68,https://github.com/dersuchendee/Mappa_immagini/blob/main/68.jpg?raw=true,Monumento a Maria Goretti,Martire (1890-1902) uccisa a undici anni durante un tentativo di stupro. Ricordata nel comune in cui morì. Nella statua appare più grande d’età e ha tre bambini dietro di sé.,2003,Lavinio Marmi,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=12750,Personaggio realmente esistito,"41,4573133","12,6559786","https://www.google.com/maps/@41.5610139,14.6688804,3a,30y,64.09h,94.21t/data=!3m6!1e1!3m4!1sMk5-8FFRxkUYMse6MZxqDg!2e0!7i16384!8i8192"
69,https://github.com/dersuchendee/Mappa_immagini/blob/main/69.jpg?raw=true,Monumento alla Mamma Ciociara,"Ricorda le donne ciociare vittima, della violenza delle truppe francesi durante la seconda guerra mondiale.",1964,Felice Andreani,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/81/ef/b9/img-20200104-wa0002-largejpg.jpg?w=900&h=-1&s=1,Figura anonima collettiva,"41,5098826","13,4058924",
70,https://github.com/dersuchendee/Mappa_immagini/blob/main/70.jpg?raw=true,Monumento a Maria de Mattias,"Fondatrice della congregazione delle Suore Adoratrici del Sangue di Cristo (1805-1866), dedicò la vita all’insegnamento. Santificata nel 2003, il monumento è dunque precedente e la ricorda nella sua città natale.",1952,/,"Di Giandrea.cipolla - Opera propria, Pubblico dominio",https://commons.wikimedia.org/w/index.php?curid=2855432,Personaggio realmente esistito,"41,4440389","13,4066567",
71,https://github.com/dersuchendee/Mappa_immagini/blob/main/71.jpg?raw=true,Suor Maria Caterina Troiani,Suora missionaria originaria di Roma (1813 -1887). Ricordata nel comune in cui ha vissuto 40 anni.,1985,/,,https://it.worldorgs.com/Catalogare/ferentino/museo/statua-madre-caterina-troiani,Personaggio realmente esistito,"41,6927267","13,2549064",
72,https://github.com/dersuchendee/Mappa_immagini/blob/main/72.jpg?raw=true,Sorelle Faioli,"Teresa, Cecilia ed Antonia Faiola, fondatrici nel 1741 delle Suore dell’Immacolata di S. Chiara, comunità educativa per ragazze, poi congregazione religiosa (Suore Faioline). Il gruppo è collocato davanti alla chiesa di Santa Chiara.",1989,Angelo Canevari,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=17930,Personaggio realmente esistito,"41,8039969","13,221451",
73,https://github.com/dersuchendee/Mappa_immagini/blob/main/73.jpg?raw=true,Monumento a Mariele Ventre,Fondatrice e direttrice del Piccolo Coro dell’Antoniano (1939 -1995). L’insolita iconografia la vede dirigere un coro di pesci.,2000 ca.,Alfredo Gioventù,,https://media-cdn.tripadvisor.com/media/photo-s/10/1c/72/a7/sestri-levante-fishing.jpg,Personaggio realmente esistito,"44,2731219","9,3955831",
74,https://github.com/dersuchendee/Mappa_immagini/blob/main/74.jpg?raw=true,Ilaria del Carretto,Ispirato al monumento funebre di Jacopo della Quercia a Lucca (1406-1408) che ripropone in maniera fedele nel paese natale di Ilaria del Carretto (1379-1405).,2007,Flavio Furlano,,https://media-cdn.tripadvisor.com/media/photo-s/13/c4/ed/d1/la-statua-di-ilaria-del.jpg,Personaggio realmente esistito,"44,1110603","8,1155836",
75,https://github.com/dersuchendee/Mappa_immagini/blob/main/75.jpg?raw=true,Monumento a Santa Margherita,"Patrona di Santa Maria Ligure (275-290), collocata sulla riva, rivolta verso il mare.",1993,/,,https://it.worldorgs.com/Catalogare/santa-margherita-ligure/attrazione-turistica/monumento-a-santa-margherita,Personaggio realmente esistito,"44,3335222","9,2144421",
76,https://github.com/dersuchendee/Mappa_immagini/blob/main/76.jpg?raw=true,Monumento a Margherita di Savoia,Prima regina consorte d'Italia (1851-1926). Ricordata nel comune dove passava le estati ed è morta,1940,Italo Griselli,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=5795&myword=Bordighera,Personaggio realmente esistito,"43,7822171","7,6768505",
77,https://github.com/dersuchendee/Mappa_immagini/blob/main/77.jpg?raw=true,Contadina,Più che la figura della contadina (e della madre a pochi passi) viene celebrato l’autore nel suo paese natale all’esterno dell’ex Palazzo del Municipio.,ante 1961,Carlo Bonomi,,"https://www.google.it/maps/@45.5290634,8.7379611,3a,26.5y,222.55h,94.37t/data=!3m6!1e1!3m4!1sZi4rWywLXM9K9sLK_emM7Q!2e0!7i16384!8i8192",Figura anonima collettiva,"45,52891","8,73770",
78,https://github.com/dersuchendee/Mappa_immagini/blob/main/78.jpg?raw=true,Madre,Più che la figura della madre (e della contadina a pochi passi) viene celebrato l’autore nel suo paese natale all’esterno dell’ex Palazzo del Municipio.,ante 1961,Carlo Bonomi,,"https://www.google.it/maps/@45.529182,8.7378144,3a,15y,163.74h,89.16t/data=!3m6!1e1!3m4!1s2ZoC6OaQ-_ns4SyATl9VSw!2e0!7i16384!8i8192",Figura anonima collettiva,"45,52896","8,73796","https://www.google.com/maps/place/Statua+di+Santa+Caterina+Benincasa/@43.3213662,11.3242029,21z/data=!4m12!1m6!3m5!1s0x132a2cbee222fd41:0xe5214390f104cb80!2sStatua+di+Santa+Caterina+Benincasa!8m2!3d43.3213997!4d11.3242801!3m4!1s0x132a2cbee222fd41:0xe5214390f104cb80!8m2!3d43.3213997!4d11.3242801"
79,https://github.com/dersuchendee/Mappa_immagini/blob/main/79.jpg?raw=true,Monumento alla Mondina,Voluto dall'amministrazione comunale ricorda le lavoratrici stagionali impiegate nelle risaie che caratterizzavano il territorio alla sinistra del Mincio dall'inizio del '900 agli anni ‘60.,1998,Barbara Rossetti,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=16513,Figura anonima collettiva,"45,1358106","10,9532489","https://www.google.com/maps/@43.317803,11.812609,3a,20.9y,284.19h,89.4t/data=!3m6!1e1!3m4!1sIPrS6Lv6CHXKXDdGlEX-og!2e0!7i13312!8i6656?hl=it"
80,https://github.com/dersuchendee/Mappa_immagini/blob/main/80.jpg?raw=true,Monumento a Sant’Angela Merici,Santa patrona di Desenzano del Garda che è anche il suo paese natale (1474-1540).,1772,/,,https://www.comune.desenzano.brescia.it/Il-Comune/Luoghi/Piazza-Malvezzi-e-i-monumenti-del-centro,Personaggio realmente esistito,"45,4706659","10,539965",
81,https://github.com/dersuchendee/Mappa_immagini/blob/main/81.jpg?raw=true,Cristina Trivulzio di Belgiojoso,"Scrittrice e giornalista (1808 -1871), ricordata per il suo impegno patriottico durante il Risorgimento nella sua città natale.",2021,Giuseppe Bergomi,Mi Riconosci,,Personaggio realmente esistito,"45,4674023","9,1925482",
82,https://github.com/dersuchendee/Mappa_immagini/blob/main/82.jpg?raw=true,Donna che entra nel cimitero di Nuvolato,"Collocata all'ingresso del cimitero, nel 1972 è stata sostituita da una copia per ragioni conservative, l’originale si conserva nel Museo Diffuso Giueppe Gorni a Nuvolato. L’artista è autore di diverse statue pubbliche tra Mantova e provincia.
https://www.lombardiabeniculturali.it/opere-arte/schede/6e030-00066/",1932,Giuseppe Gorni,,http://www.binago.org/sito/appunti-di-viaggio/365-la-disputa-di-nuvolato.html,Altro,"45,0322185","11,0135544",
83,https://github.com/dersuchendee/Mappa_immagini/blob/main/83.jpg?raw=true,Lavandaia,Collocata sulla riva del fiume in ricordo delle donne che vi si recavano per lavare i panni. Sul basamento è incisa una poesia in dialetto pavese del poeta Dario Morani. Per realizzare la statua Scapolla si è ispirato alla madre che praticava questa professione.,1981,Giovanni Scapolla,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/e3/65/87/la-lavandaia.jpg?w=1200&h=-1&s=1,Figura anonima collettiva,"45,179787","9,1538118",
84,https://github.com/dersuchendee/Mappa_immagini/blob/main/84.jpg?raw=true,Lavandaia,"Raffigurata in ginocchio intenta a strofinare un panno. Inizialmente collocata sul livello della strada, sul bordo di un canale, nel 2020 è stata posta su un basamento di cemento con una panca intorno.",ante 2008,Maurizio Dusio,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/98/fd/fd/caption.jpg?w=1100&h=-1&s=1,Figura anonima collettiva,"45,6053803","9,3008025",
85,https://github.com/dersuchendee/Mappa_immagini/blob/main/85.jpg?raw=true,"Barcaioli e lavandaie
""Ritaglio nel tempo""",Voluto dall’Associazione Barcaioli e Lavandaie Folk Lodigiano.,1987,Luigi Poletti e Benito Vailetti,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=6831&myword=lavandaie,Gruppo di figure anonime collettive,"45,2999084","9,5707819",
86,https://github.com/dersuchendee/Mappa_immagini/blob/main/86.jpg?raw=true,"""Donna del lago""
Monumento alle lavandaie","Collocata sulla spiaggia e voluta da un imprenditore, rappresenta una lavandaia con tavola da bucato e una bambina mentre, come precisa l’autore, “guarda l'orizzonte, sembra che aspetti il marito pescatore”.",2008,Angelo Aime,,https://vitainfamiglia.it/week-end-a-salo-sul-lago-di-garda-anche-in-camper/,Figura anonima collettiva,"45,6012577","10,5195997","https://www.google.it/maps/place/La+sirenetta+di+Trieste/@45.6869185,13.74375,17z/data=!3m1!4b1!4m5!3m4!1s0x477b13829c7578cf:0xcfa32f3824bbd44a!8m2!3d45.6869185!4d13.745944"
87,https://github.com/dersuchendee/Mappa_immagini/blob/main/87.jpg?raw=true,Monumento alle donne lavoratrici durante la Grande Guerra,"Collocato all’ingresso del paese, raffigura una donna che trasporta faticosamente in una gerla un carico di pietre destinato al fronte durante la Prima Guerra Mondiale.",2017,Angelo Aime,,,Figura anonima collettiva,"45,781748","10,6276849",
88,https://github.com/dersuchendee/Mappa_immagini/blob/main/88.jpg?raw=true,La Madre,"Realizzata da uno scultore lodigiano, sul basamento è intitolata “LA MADRE”, nella targhetta “Maternità”.",1989,Felice Vanelli,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=4741,Figura anonima collettiva,"45,2099441","9,4548494",
89,https://github.com/dersuchendee/Mappa_immagini/blob/main/89.jpg?raw=true,Somala al vento,"Prima scultura del Museo all’aperto di Origgio, collocata l’anno successivo alla morte dell’autore. A quanto riporta il catalogo del museo, le donne africane diventarono il suo soggetto preferito dopo un viaggio in Etiopia del 1973.",1998,Salvatore Fiume,,http://www.viganiadv.it/vivono-con-noi/origgioWEB/somala/somala.html,Figura anonima collettiva,"45,6005921","9,0173811",
90,https://github.com/dersuchendee/Mappa_immagini/blob/main/90.jpg?raw=true,"Monumento alle donne partigiane
“Fischia il vento”","Riprende il titolo di un canto della Resistenza, protagonista è il suono prodotto dalle canne metalliche con il vento. Su ogni canna è inciso il nome di battaglia di una partigiana.",2021,Angelo M. Gulino e Claudio Ravazza,,https://www.finestresullarte.info/attualita/monumenti-femminili-italia-pochi-e-stereotipati-indagine,Figura anonima collettiva,"45,4323119","9,1495665",
91,https://github.com/dersuchendee/Mappa_immagini/blob/main/91.jpg?raw=true,Monumento a Francesca Saverio Cabrini ,"Santa, fondatrice della congregazione delle Missionarie del Sacro Cuore di Gesù e patrona degli emigranti (1850 -1917). Nel 1889 si trasferì negli Stati Uniti dove si distinse per l’impegno missionario. Il monumento la ricorda nel paese natale.",1987,Enrico Manfrini,,https://www.lions21012.it/,Personaggio realmente esistito,"45,2323253","9,4123069","https://www.google.com/maps/@43.7814785,11.145548,3a,60y,114.98h,83.05t/data=!3m6!1e1!3m4!1s-nHLZwSXnKRxlcEHPh-DwQ!2e0!7i16384!8i8192?hl=it"
92,https://github.com/dersuchendee/Mappa_immagini/blob/main/92.jpg?raw=true,Monumento alla tessitrice,"Commissionato dalla famiglia Mantero che aveva delle seterie nella zona. Collocato sulla riva del lago, è una stele di 10 metri in marmo di Carrara.",1990,Francesco Somaini,,https://media-cdn.tripadvisor.com/media/photo-s/0e/6c/a3/d9/il-monumento-alla-tessitrice.jpg,Figura anonima collettiva,"46,0203616","9,2400859",
93,https://github.com/dersuchendee/Mappa_immagini/blob/main/93.jpg?raw=true,Monumento ad Ada Negri,"Poetessa e scrittrice (1870-1945). La statua è collocata su un basamento decorato, davanti al museo a lei dedicato.",/,/,,https://parcoticino.eguide.it/?poi=museo-ada-negri,Personaggio realmente esistito,"45,2882693","8,9926204",
94,https://github.com/dersuchendee/Mappa_immagini/blob/main/94.jpg?raw=true,Lavandaia,Collocata davanti al lavatoio.,/,/,"adirricor, CC BY 3.0",https://commons.wikimedia.org/wiki/File:Lazzate_11-2010_-_panoramio_(4).jpg,Figura anonima collettiva,"45,6719074","9,083083",
95,https://github.com/dersuchendee/Mappa_immagini/blob/main/95.JPG?raw=true,Stamira,"Donna anconetana che diede fuoco all’accampamento nemico durante l’assedio di Ancona del 1173, azione che le costò la vita. Di fronte alla statua oggi è collocata una fila di cassonetti.",2005,Guido Armeni,"di Claudio.stanco - Opera propria, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=18730643,Personaggio realmente esistito,"43,6169182","13,5144159",
96,https://github.com/dersuchendee/Mappa_immagini/blob/main/96.jpg?raw=true,Retara,"Omaggia la professione locale, tipicamente femminile.",1991,Aldo Sergiacomi,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ac/51/39/la-scultura-in-bronzo.jpg?w=800&h=-1&s=1,Figura anonima collettiva,"42,9517538","13,880587",
97,https://github.com/dersuchendee/Mappa_immagini/blob/main/97.jpg?raw=true,"Monumento a Maria Montessori
“Il bambino al centro del mondo”","Medica, pedagogista, filosofa (1870 -1952), ideatrice del metodo educativo che porta il suo nome. Il monumento è stato progettato nel 2002 per i 50 anni dalla morte nel paese natale.",2010,Mario Sorbi,,https://bussola.s3-eu-west-1.amazonaws.com/203729/depliant_ist_chiaravalle.pdf,Personaggio realmente esistito,"43,5975141","13,3194988",
98,https://github.com/dersuchendee/Mappa_immagini/blob/main/98.jpg?raw=true,Monumento alla Merlettaia,"Collocato su una fontana, intende rappresentare la continuità della tradizione, mostrando tre generazioni diverse intente a lavorare al tombolo.",1983,Aldo Sergiacomi,,https://media-cdn.tripadvisor.com/media/photo-s/0d/80/c6/22/fontana-delle-merlettaie.jpg,Figura anonima collettiva,"42,9355765","13,6923116",
99,https://github.com/dersuchendee/Mappa_immagini/blob/main/99.jpg?raw=true,Santa Brigida,"Fondatrice dell'Ordine del Santissimo Salvatore, patrona d’Europa (1303-1373). La statua è stata donata dall’Ordine Militare di Santa Brigida di Svezia nell’ambito di un incontro internazionale sulla santa.",2005,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=18158,Personaggio realmente esistito,"41,5887341","14,2268812",
100,https://github.com/dersuchendee/Mappa_immagini/blob/main/100.jpg?raw=true,Santa Chiara,"Fondatrice dell'Ordine delle Clarisse (1194-1253). La statua è collocata in posizione laterale in piazza San Francesco, al centro è posta una statua di san Francesco.",2004,/,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=12030,Personaggio realmente esistito,"41,5611022","14,6688657",
101,https://github.com/dersuchendee/Mappa_immagini/blob/main/101.jpg?raw=true,Mondina,"Collocata al centro di una piattaforma di cemento, intorno il quale dovrebbe scorrere l’acqua a evocare le risaie. Omaggia la dura professione femminile e l’autore, poi dissuaso dalla giunta, avrebbe voluto realizzarla a seno scoperto. Nel 2020 è stata vestita di giornali del ""Comitato di Vercelli Antifascista e Antirazzista” per celebrare il 25 novembre.",1984,Agenore Fabbri,"Af Angelomalvasia - Eget arbejde, CC BY-SA 3.0",https://commons.wikimedia.org/w/index.php?curid=35789259,Figura anonima collettiva,"45,3301586","8,4190988",
102,https://github.com/dersuchendee/Mappa_immagini/blob/main/102.jpg?raw=true,Monumento alla mondariso,"Raffigurata al lavoro, mentre si china verso la fontana davanti a lei. Commissionata dal Lions Club, inizialmente era collocata tra i campi poi è stata collocata in una posizione centrale.",1971,Edmondo Poletti,,https://es-la.facebook.com/NovaraVive/photos/a.253140901462302/2670120899764278/?type=3&theater,Figura anonima collettiva,"45,4509295","8,6243021",
103,https://github.com/dersuchendee/Mappa_immagini/blob/main/103.jpg?raw=true,Contadina,Collocata all’interno del parco dell’Allea che ospita diversi monumenti.,ante 1961,Carlo Bonomi,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=27282&myword=turbigo,Figura anonima collettiva,"45,4459425","8,6163304",
104,https://github.com/dersuchendee/Mappa_immagini/blob/main/104.jpg?raw=true,"Monumento ai lavandai
“Lavandè del Mapan”",Nonostante il titolo declinato al maschile vede rappresentate solo figure femminili. Ricorda la professione tipica del luogo da fine Ottocento.,2008,Michele Privileggi,,https://www.torinoart.it/sito/Artisti/Privileggi%20Michele/Opere/Monumento%20alle%20lavandaie%20-%2026.htm,Figura anonima collettiva,"45,1496068","7,7079552",
105,https://github.com/dersuchendee/Mappa_immagini/blob/main/105.jpg?raw=true,"“Questo è dunque un monumento?”
Monumento alle operaie della “Superga – Fabbriche Riunite Industria Gomma Torino”","L’artista ha dato nuovo significato a una grande fontana di inizi 2000 inserendovi 4 lastre che riproducono i 4 principali gesti che le operaie della fabbrica ripetevano durante la loro giornata lavorativa. Come precisa il sito del Comune “a partire dal titolo dell’opera “Questo è dunque un monumento?”, Veneziano solleva una riflessione su tutto il ‘vuoto di memorie’ che accompagna la storia delle donne e in particolare il loro ruolo nel mondo del lavoro” http://www.spaziotorino.it/scatto/?p=2564",2012,Cosimo Veneziano,Città di Torino - www.comune.torino.it,,Figura anonima collettiva,"45,0955207","7,660757",
106,https://github.com/dersuchendee/Mappa_immagini/blob/main/106.jpg?raw=true,Monumento a Francesca Capece,"Ultima feudataria di Maglie (1769-1848), lasciò i suoi beni alla città. Rappresentata seduta mentre si rivolge a un ragazzino seminudo che tiene una croce, un libro e uno scudo con le insegne della città. È collocato nella piazza principale.",1900,Antonio Bortone,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=15197&myword=capece,Personaggio realmente esistito,"40,1211772","18,2992232",
107,https://github.com/dersuchendee/Mappa_immagini/blob/main/107.jpg?raw=true,"Manuela Arcuri 
“Simbolo di bellezza e prosperità”","Collocata sul lungomare, regge una cornucopia piena di pesci. L’opera avrebbe dovuto omaggiare le mogli dei pescatori, è un omaggio all’attrice (n. 1977). Rimossa dall’amministrazione comunale nel 2010 per le polemiche l’accompagnano dall’inaugurazione, è stata poi ricollocata dopo due anni e sei persone sono state indagate.",2002,Salvatino De Matteis,,https://media-cdn.tripadvisor.com/media/photo-s/04/3d/64/7b/statua-di-manuela-arcuri.jpg,Personaggio realmente esistito,"40,2565513","17,8918199",
108,https://github.com/dersuchendee/Mappa_immagini/blob/main/108.jpg?raw=true,Donna d’acqua,"Commissionata dal Lions Club, intende omaggiare le mogli e madri degli uomini di mare, come precisa la lunga iscrizione sottostante: ""Simbolo della donna universale/ che dona luce all'uomo/ alla sposa/ custode del focolare/ e delle antiche memorie/ alla mater amorosa/ che lo conforta nei momenti più cupi della vita (…)"".
http://rete.comuni-italiani.it/wiki/Bari/Monumento_alla_Donna_Universale",2003,Mario Piergiovanni,,http://www.chieracostui.com/costui/docs/search/schedaoltre.asp?ID=15082,Figura anonima collettiva,"41,1283497","16,8735119",
109,https://github.com/dersuchendee/Mappa_immagini/blob/main/109.jpg?raw=true,Lisea,"Dono dell’autore, raffigura Lisea vestale sacra alla locale Minerva. Deportata a Roma nel 209 a.C., quando i Romani espugnarono Taranto, si suicidò gettandosi dal tempio per “schivar l’onta del disonore”, come recita il sito del Comune. Chiamata da alcuni cittadini “Cinzella”, nome di una nota prostituta della città. Dello stesso autore sono anche alcune sirene sugli scogli.",2009,Francesco Trani,di Max Perrini,https://www.facebook.com/rinascimentotarantino/photos/la-statua-che-%C3%A8-situata-in-piazza-castello-a-taranto-%C3%A8-la-tarantina-lisea-non-ci/460883950702164/,Personaggio realmente esistito,"40,4749383","17,234937",
110,https://github.com/dersuchendee/Mappa_immagini/blob/main/110.jpg?raw=true,Grazia Deledda,"Commissionata dal comitato ""Monte Ortobene Ultima Spiaggia"", vede la scrittrice (1871-1936) in abiti tradizionali. È una delle 4 opere pubbliche che la omaggiano nella città natale.",2020,Pietro Longu,,https://pietrolongu.files.wordpress.com/2020/08/dscn3680.jpg?w=750,Personaggio realmente esistito,"40,3166667","9,3666667",
111,https://github.com/dersuchendee/Mappa_immagini/blob/main/111.jpg?raw=true,Eleonora D’alborea,"Giudicessa di Arborea (1345-1404), viene rappresentata nell’atto di promulgare la celebre Carta de Logu nel 1392.",1881,scultore Ulisse Cambi e architetto Mariano Falcini,di Stefano Orrù,https://monumentiaperti.com/it/monumenti/piazza-e-statua-di-eleonora-darborea/,Personaggio realmente esistito,"39,9039275","8,5907754",
112,https://github.com/dersuchendee/Mappa_immagini/blob/main/112.jpg?raw=true,Grazia Deledda,"Commissionata dal Comune, è una delle 4 opere pubbliche che omaggiano la scrittrice (1871-1936) nella città natale. Oggetto di diverse polemiche sulla sua qualità estetica.",2016,Pietro Costa,"Antonio Mette, CC BY-SA 4.0",https://commons.wikimedia.org/wiki/File:Statua_di_Grazia_Deledda.jpg,Personaggio realmente esistito,"40,3211849","9,3333493",
113,https://github.com/dersuchendee/Mappa_immagini/blob/main/113.jpg?raw=true,"Monumento a Grazia Deledda
“Andando via”","È una delle 4 opere pubbliche che omaggiano la scrittrice nella città natale (1871-1936). È l’ultima opera di arte pubblica di Maria Lai, che disegna sugli elementi che la compongono alcuni personaggi femminili di Deledda. Nel 2020 l’opera è stata riprodotta da tessitrici sarde per una mostra al Mudec.",2011,Maria Lai,,https://www.finestresullarte.info/attualita/monumenti-femminili-italia-pochi-e-stereotipati-indagine,Personaggio realmente esistito,"40,3285299","9,3411161",
114,https://github.com/dersuchendee/Mappa_immagini/blob/main/114.jpg?raw=true,Fontana di Mariedda,"Dedicata alla protagonista di un’amara poesia del nuorese Pasquale Dessanay (1868-1919). Mariedda, patendo molto freddo, torna dalla fonte quando le si rompe la brocca d’acqua e pensa alla punizione che dovrà subire.",1999,Pietro Costa,,http://wikimapia.org/15984676/it/Fontana-di-Mariedda,Personaggio letterario o leggendario,"40,3194362","9,3256745",
115,https://github.com/dersuchendee/Mappa_immagini/blob/main/115.jpg?raw=true,Monumento a Maria Carta,"Commissionato dall’amministrazione comunale, omaggia la musicologa, poetessa, attrice e interprete della musica popolare sarda nel paese natale (1934 -1994).",2005,Cesare Nardi,,https://www.fondazionemariacarta.it/la-fondazione/premio-maria-carta/monumento/,Personaggio realmente esistito,"40,5765547","8,7263397",
116,https://github.com/dersuchendee/Mappa_immagini/blob/main/116.jpg?raw=true,Monumento a Francesco Crispi e Rose Montmasson,"Collocato nel paese natale di Francesco Crispi (1818-1901), ricorda lui e Rose Montmasson (1823-1904), unica partecipante documentata alla spedizione dei Mille e sua moglie ripudiata. L'opera è stata oggetto di contestazioni femministe perché Montmasson non è ricordata nella targa ed è il posizione ancillare rispetto Crispi, seduto più in alto. Indossa una veste leggera e gli porge una clessidra.",2011,Salvatore Rizzuti,,https://www.sicanianews.it/ribera-danneggiata-la-statua-di-crispi/,Personaggio realmente esistito,"37,502555","13,2658993",
117,https://github.com/dersuchendee/Mappa_immagini/blob/main/117.jpg?raw=true,Monumento all’Emigrante,Intende ricordare gli emigrati in America.,2018,Rosario Vullo,di Salvatore Ciambra,https://www.finestresullarte.info/attualita/monumenti-femminili-italia-pochi-e-stereotipati-indagine,Figura anonima collettiva,"38,1974714","13,2492042",
118,https://github.com/dersuchendee/Mappa_immagini/blob/main/118.jpg?raw=true,Monumento a Elena del Montenegro [Elena di Savoia],Voluto dalla città per ricordare l’opera benefica che svolse nel periodo successivo al terremoto del 1908.,1960,Antonio Berti,"di Albrechtseele, CC BY-SA 4.0",https://commons.wikimedia.org/w/index.php?curid=81950210,Personaggio realmente esistito,"38,1862932","15,5517774",
119,https://github.com/dersuchendee/Mappa_immagini/blob/main/119.jpg?raw=true,Monumento a Annarita Sidoti,"Marciatrice (oro mondiale ed europeo, 1969-2015), ricordata nel paese natale.",2018,Marco Mammana,,http://www.fidal.it/content/Una-statua-per-Anna-Rita-Sidoti/115949,Personaggio realmente esistito,"38,1743018","14,9451289",
120,https://github.com/dersuchendee/Mappa_immagini/blob/main/120.jpg?raw=true,Rosa Balistreri,"Cantautrice (1927-1990), ricordata nel comune natale con un’opera donata dall’autore.",2013,Gino Leto,di Nofahuer,https://s1.wklcdn.com/image_10/311225/38103672/24679984Master.jpg,Personaggio realmente esistito,"37,099928","13,9406841",
121,https://github.com/dersuchendee/Mappa_immagini/blob/main/121.jpg?raw=true,Chinzica,"Secondo la leggenda nel 1004 salvò Pisa da un’invasione notturna dei saraceni, avvisando i consoli che suonarono le campane. La ritrarrebbe anche una statua più antica inserita nella facciata di Casa Tizzoni, in realtà riadattata da un sarcofago romano.",2005,Angelo Ciucci,,https://www.toscanainside.com/it/aneddoti-e-curiosita/post/kinzika-la-giovane-donna-che-salvo-pisa-dai-saraceni/,Personaggio letterario o leggendario,"43,7095501","10,4057078",
